ID,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
seq1402,1.00,0.00,1.00,0.00,0.00,1.33,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.33,1.00,0.00,0.00,0.00,1.00,1.00, 
seq1403,1.00,0.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq1404,1.36,1.00,1.00,1.00,1.00,1.22,1.00,1.00,1.14,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.40,1.00,1.00, 
seq1405,1.57,1.00,1.00,1.00,1.00,1.00,1.00,1.67,1.40,1.40,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,0.00,1.00, 
seq1406,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.29,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1407,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00, 
seq1408,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq1409,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.40,0.00,1.50,1.00,0.00,1.00,0.00,1.00, 
seq1410,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00, 
seq1411,1.00,0.00,1.00,1.00,1.00,1.48,1.00,1.00,1.00,1.00,1.00,1.00,2.22,1.29,1.20,1.00,1.00,1.91,1.00,1.50, 
seq1412,1.33,0.00,0.00,1.00,0.00,1.25,1.00,1.00,1.57,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00, 
seq1413,1.00,1.29,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.20,1.00,1.00,0.00, 
seq1414,1.50,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.67,0.00,1.00,1.00,1.00,0.00, 
seq1415,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00, 
seq1416,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq1417,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.50,0.00,1.00,0.00,0.00,1.29,1.00,1.00,0.00,1.00,0.00, 
seq1418,0.00,0.00,1.00,1.00,0.00,1.67,0.00,1.89,1.25,1.40,0.00,1.50,1.00,0.00,1.50,0.00,1.00,1.00,1.00,0.00, 
seq1419,1.27,0.00,1.00,1.00,1.40,1.12,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.29, 
seq1420,1.32,0.00,1.00,1.00,1.29,1.15,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1421,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.33,0.00,1.00,0.00,0.00,1.00, 
seq1422,1.00,1.00,1.00,0.00,1.00,1.18,0.00,1.00,1.67,1.00,0.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,0.00,1.00, 
seq1423,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.14,1.62,1.00,1.00,1.00,1.00, 
seq1424,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00, 
seq1425,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.80,0.00,1.29,1.00,0.00,1.00,0.00,1.00, 
seq1426,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.18,0.00,1.29,0.00,0.00,0.00,0.00,1.00, 
seq1427,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.50,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq1428,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1429,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.67,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq1430,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00, 
seq1431,1.00,0.00,0.00,0.00,1.00,1.25,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.57,0.00,0.00, 
seq1432,1.33,1.00,1.00,1.00,0.00,1.33,0.00,0.00,1.22,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00, 
seq1433,1.33,1.00,1.00,1.00,0.00,1.40,0.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq1434,1.00,0.00,1.00,1.00,1.00,1.33,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.50, 
seq1435,1.35,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,0.00,1.50,1.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00, 
seq1436,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.40,1.00,0.00,0.00,0.00,0.00,1.40,1.00,1.00,1.00,0.00,0.00, 
seq1437,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00, 
seq1438,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,0.00,0.00,1.00,0.00,1.50,1.00,0.00,1.29,0.00,0.00, 
seq1439,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.20,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00, 
seq1440,1.00,0.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1441,1.50,1.00,1.00,0.00,1.00,1.40,1.00,0.00,1.00,1.40,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1442,1.00,1.00,0.00,0.00,0.00,1.40,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.33,1.50,1.00,1.00,1.00,1.00, 
seq1443,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq1444,1.00,0.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.40,0.00,1.00, 
seq1445,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.67,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq1446,1.00,0.00,1.00,1.00,1.00,1.29,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.33,1.00,0.00,1.00,0.00,1.00, 
seq1447,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.25,1.40,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00, 
seq1448,1.00,0.00,1.00,1.00,1.00,1.25,1.00,1.00,1.22,1.40,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,2.00, 
seq1449,1.00,0.00,1.00,0.00,1.00,1.50,1.00,0.00,1.40,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00, 
seq1450,1.50,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq1451,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00, 
seq1452,1.00,1.00,1.00,1.00,1.00,1.44,1.00,1.00,1.00,1.33,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1453,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.57,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq1454,1.50,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00, 
seq1455,1.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.40,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00, 
seq1456,1.00,1.00,1.00,0.00,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1457,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00, 
seq1458,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.50,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq1459,1.00,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.67,1.36,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
seq1460,1.00,0.00,1.67,1.00,1.00,1.00,1.00,1.00,1.57,1.00,0.00,1.00,1.60,0.00,0.00,0.00,0.00,0.00,1.00,1.67, 
seq1461,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.29,1.00,0.00,1.00,1.00,1.00, 
seq1462,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.63,1.67,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00, 
seq1463,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.44,1.00,1.00, 
seq1464,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.25,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.57,0.00, 
seq1466,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.50,1.00,1.00,0.00,1.00,0.00, 
seq1467,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.18,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1468,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,1.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,1.00,0.00,0.00, 
seq1469,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,1.00,1.00,0.00, 
seq1470,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq1471,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00, 
seq1472,1.00,0.00,0.00,1.40,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.67,1.00,1.00, 
seq1473,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.67,1.00,1.00, 
seq1474,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00, 
seq1475,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00, 
seq1476,1.29,0.00,1.00,0.00,0.00,0.00,0.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.50,0.00,0.00,0.00,1.00,1.00, 
seq1477,1.00,0.00,1.67,0.00,1.67,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq1478,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.67,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq1479,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.50,1.00,1.67,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00, 
seq1480,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00, 
seq1481,1.40,1.00,1.00,2.12,1.50,1.00,0.00,1.00,1.22,2.04,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1482,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.29,1.00,1.00,1.50,1.00,0.00,1.00,1.00,1.73,1.00,1.00,1.00, 
seq1483,1.57,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.33,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.50,1.00,0.00,0.00, 
seq1484,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.40,0.00,0.00, 
seq1485,1.33,1.00,0.00,0.00,0.00,1.33,0.00,1.00,0.00,1.50,0.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,0.00,1.00, 
seq1486,1.92,1.00,0.00,0.00,1.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.50,1.33,1.80,1.00,0.00, 
seq1487,0.00,1.50,1.00,0.00,1.00,1.00,1.00,1.00,2.33,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq1488,0.00,1.40,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.29,1.00,1.00,0.00,1.00, 
seq1489,1.00,1.33,1.00,0.00,0.00,1.40,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,0.00,1.00, 
seq1490,1.00,1.00,0.00,1.00,0.00,1.40,1.00,1.00,1.50,1.00,1.00,1.22,0.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00, 
seq1491,1.00,1.00,1.00,0.00,0.00,1.22,1.00,1.00,1.50,1.00,1.00,1.22,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq1492,2.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00, 
seq1493,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq1494,1.29,1.00,0.00,0.00,1.00,1.38,1.00,1.00,1.00,1.00,0.00,1.40,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00, 
seq1495,1.00,1.00,0.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1496,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00, 
seq1497,1.36,1.00,1.00,0.00,1.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.29,1.00,1.00, 
seq1498,1.00,1.00,1.00,0.00,0.00,1.75,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq1499,1.25,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00, 
seq1500,1.29,0.00,0.00,0.00,1.00,1.22,1.50,1.00,0.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq1501,1.89,1.00,0.00,0.00,1.00,1.38,1.00,1.50,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.40,1.00,0.00, 
seq1502,1.89,1.00,0.00,1.00,1.00,1.29,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq1503,1.29,1.00,0.00,0.00,1.00,1.60,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.50,0.00,0.00, 
seq1504,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.33,1.50,0.00,0.00,1.00,1.67,1.00,1.00,1.00,0.00,1.00,0.00, 
seq1505,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00, 
seq1506,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.22,1.00,1.00,1.00, 
seq1507,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.67,1.00,1.67,0.00,1.00,1.57,1.00,0.00,1.00, 
seq1508,1.33,1.00,1.00,0.00,0.00,1.27,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.29,1.00,1.00,1.00,1.00, 
seq1509,0.00,0.00,1.00,1.22,1.00,0.00,0.00,1.33,1.00,1.40,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1510,1.00,1.00,1.00,0.00,0.00,1.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq1511,1.00,0.00,1.40,2.14,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00, 
seq1512,1.67,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.50,0.00,0.00,1.00,1.00,0.00,0.00,1.00, 
seq1513,0.00,0.00,1.50,1.67,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00, 
seq1514,1.15,1.00,1.40,1.00,1.00,1.17,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.15,0.00,1.00, 
seq1515,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.73,1.00,1.00,1.00,0.00,0.00, 
seq1516,1.00,1.00,1.00,1.00,1.00,1.73,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq1517,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.20,0.00,1.00,1.00,0.00,0.00, 
seq1518,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.22,1.00,1.00,1.00,0.00,0.00, 
seq1519,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.67,1.00,0.00,0.00,0.00,1.00,1.00,0.00, 
seq1520,1.00,0.00,1.00,1.50,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq1521,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00, 
seq1522,1.40,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.33,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00, 
seq1523,1.50,1.00,1.00,1.00,1.00,1.33,1.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq1524,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq1525,1.00,1.00,0.00,1.00,1.00,1.33,0.00,1.67,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq1526,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.50,1.00,0.00,0.00,1.00, 
seq1527,1.33,1.00,1.00,0.00,0.00,1.29,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1528,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,0.00,1.00, 
seq1529,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1530,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq1531,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,0.00,1.00, 
seq1532,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1533,1.22,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1534,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.50,0.00,0.00, 
seq1535,1.00,0.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.40,1.00,1.33,0.00,1.00, 
seq1536,1.29,1.22,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.14,1.00,1.00,0.00,1.00, 
seq1537,1.00,1.29,0.00,1.00,1.00,1.25,0.00,0.00,1.00,0.00,1.00,1.00,1.67,0.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq1538,1.73,1.00,1.00,1.77,1.00,1.00,0.00,1.00,1.00,1.25,1.50,1.00,1.40,1.00,1.50,1.00,1.00,1.00,0.00,1.00, 
seq1539,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq1540,1.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00,1.40,1.00,0.00,1.00,1.00,0.00,1.33,1.00,1.00,1.00,0.00,1.00, 
seq1541,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.80,1.00,1.00,1.00,1.29,1.00,0.00,1.00,1.00, 
seq1542,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,0.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00, 
seq1543,1.00,1.00,0.00,1.00,1.00,1.40,1.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,0.00,1.00, 
seq1544,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,0.00, 
seq1545,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.40,1.00,1.00,1.00,1.50,1.00,1.50,1.40,1.00,1.00,1.00,0.00,0.00, 
seq1546,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,1.00,1.29,0.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1547,1.00,1.00,0.00,1.00,1.00,1.40,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.20,1.00,1.00,0.00,1.00, 
seq1548,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq1549,1.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.40,1.00,1.67,1.00,0.00, 
seq1550,1.67,1.00,0.00,0.00,0.00,1.36,0.00,1.00,1.00,1.50,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.50,1.00,1.00, 
seq1551,1.33,1.00,1.00,1.00,1.00,1.55,0.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq1552,1.00,1.00,1.00,1.00,1.50,1.33,1.00,1.00,1.00,1.00,0.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1553,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.67,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00, 
seq1554,1.00,1.18,2.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq1555,1.00,1.18,1.00,0.00,1.00,1.44,1.00,0.00,1.40,1.00,0.00,1.00,0.00,1.00,1.00,1.50,1.00,0.00,1.00,1.00, 
seq1556,1.00,1.18,1.33,1.00,1.00,1.89,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00, 
seq1557,0.00,1.22,1.00,1.00,1.00,1.46,1.00,1.00,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.57, 
seq1558,0.00,1.18,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00, 
seq1559,1.00,1.00,2.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq1560,1.67,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
